2025-12-30T21:18:35.683+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springdoc:springdoc-openapi-starter-common:2.5.0 configuration runtime from candidates [org.springdoc:springdoc-openapi-starter-common:2.5.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.698+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match net.bytebuddy:byte-buddy:1.14.19 configuration runtime from candidates [net.bytebuddy:byte-buddy:1.14.19 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.698+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.glassfish.jaxb:jaxb-runtime:4.0.5 configuration runtime from candidates [org.glassfish.jaxb:jaxb-runtime:4.0.5 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.699+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.glassfish.jaxb:jaxb-core:4.0.5 configuration runtime from candidates [org.glassfish.jaxb:jaxb-core:4.0.5 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.699+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match jakarta.xml.bind:jakarta.xml.bind-api:4.0.2 configuration runtime from candidates [jakarta.xml.bind:jakarta.xml.bind-api:4.0.2 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.699+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match jakarta.inject:jakarta.inject-api:2.0.1 configuration runtime from candidates [jakarta.inject:jakarta.inject-api:2.0.1 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.699+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.antlr:antlr4-runtime:4.13.0 configuration runtime from candidates [org.antlr:antlr4-runtime:4.13.0 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.699+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.mysema.commons:mysema-commons-lang:0.2.4 configuration runtime from candidates [com.mysema.commons:mysema-commons-lang:0.2.4 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.699+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match ch.qos.logback:logback-core:1.5.12 configuration runtime from candidates [ch.qos.logback:logback-core:1.5.12 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.700+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.springframework.security:spring-security-crypto:6.3.6 variant runtimeElements from candidates [org.springframework.security:spring-security-crypto:6.3.6 variant runtimeElements] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.700+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.apache.commons:commons-jexl3:3.3 configuration runtime from candidates [org.apache.commons:commons-jexl3:3.3 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.700+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.eclipse.angus:angus-activation:2.0.2 configuration runtime from candidates [org.eclipse.angus:angus-activation:2.0.2 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.700+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match jakarta.activation:jakarta.activation-api:2.1.3 configuration runtime from candidates [jakarta.activation:jakarta.activation-api:2.1.3 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.700+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match org.glassfish.jaxb:txw2:4.0.5 configuration runtime from candidates [org.glassfish.jaxb:txw2:4.0.5 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.701+0900 [DEBUG] [org.gradle.internal.component.model.LoggingAttributeMatchingExplanationBuilder] Selected match com.sun.istack:istack-commons-runtime:4.1.2 configuration runtime from candidates [com.sun.istack:istack-commons-runtime:4.1.2 configuration runtime] for {org.gradle.category=library, org.gradle.dependency.bundling=external, org.gradle.jvm.environment=standard-jvm, org.gradle.jvm.version=21, org.gradle.libraryelements=jar, org.gradle.usage=java-runtime}
2025-12-30T21:18:35.702+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'jjwt-impl-0.12.6.jar (io.jsonwebtoken:jjwt-impl:0.12.6)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\io.jsonwebtoken\jjwt-impl\0.12.6\ac23673a84b6089e0369fb8ab2c69edd91cd6eb0\jjwt-impl-0.12.6.jar
2025-12-30T21:18:35.702+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'hibernate-community-dialects-6.5.3.Final.jar (org.hibernate.orm:hibernate-community-dialects:6.5.3.Final)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.hibernate.orm\hibernate-community-dialects\6.5.3.Final\d2f4b845da246b44b88fa66146d58113f7163c3f\hibernate-community-dialects-6.5.3.Final.jar
2025-12-30T21:18:35.703+0900 [DEBUG] [org.gradle.internal.operations.DefaultBuildOperationRunner] Build operation 'Resolve hibernate-community-dialects-6.5.3.Final.jar (org.hibernate.orm:hibernate-community-dialects:6.5.3.Final)' completed
2025-12-30T21:18:35.704+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'org.gradle.internal.component.external.model.UrlBackedArtifactMetadata@1fc42fc0' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.hibernate.common\hibernate-commons-annotations\6.0.6.Final\77a5f94b56d49508e0ee334751db5b78e5ccd50c\hibernate-commons-annotations-6.0.6.Final.jar
2025-12-30T21:18:35.705+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'byte-buddy-1.14.19.jar (net.bytebuddy:byte-buddy:1.14.19)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\net.bytebuddy\byte-buddy\1.14.19\4c0c637b8f47dc08f89240e6f59900011752c97b\byte-buddy-1.14.19.jar
2025-12-30T21:18:35.705+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'h2-2.2.224.jar (com.h2database:h2:2.2.224)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\com.h2database\h2\2.2.224\7bdade27d8cd197d9b5ce9dc251f41d2edc5f7ad\h2-2.2.224.jar
2025-12-30T21:18:35.705+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'cubrid-jdbc-11.3.2.0053.jar (org.cubrid:cubrid-jdbc:11.3.2.0053)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.cubrid\cubrid-jdbc\11.3.2.0053\53d9adaad1979b09d6055d2ece84ebea918bc169\cubrid-jdbc-11.3.2.0053.jar
2025-12-30T21:18:35.704+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'LatencyUtils-2.0.3.jar (org.latencyutils:LatencyUtils:2.0.3)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.latencyutils\LatencyUtils\2.0.3\769c0b82cb2421c8256300e907298a9410a2a3d3\LatencyUtils-2.0.3.jar
2025-12-30T21:18:35.707+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'jakarta.inject-api-2.0.1.jar (jakarta.inject:jakarta.inject-api:2.0.1)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\jakarta.inject\jakarta.inject-api\2.0.1\4c28afe1991a941d7702fe1362c365f0a8641d1e\jakarta.inject-api-2.0.1.jar
2025-12-30T21:18:35.706+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'jaxb-core-4.0.5.jar (org.glassfish.jaxb:jaxb-core:4.0.5)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.glassfish.jaxb\jaxb-core\4.0.5\7b4b11ea5542eea4ad55e1080b23be436795b3\jaxb-core-4.0.5.jar
2025-12-30T21:18:35.706+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'jaxb-runtime-4.0.5.jar (org.glassfish.jaxb:jaxb-runtime:4.0.5)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.glassfish.jaxb\jaxb-runtime\4.0.5\ca84c2a7169b5293e232b9d00d1e4e36d4c3914a\jaxb-runtime-4.0.5.jar
2025-12-30T21:18:35.705+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'jandex-3.1.2.jar (io.smallrye:jandex:3.1.2)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\io.smallrye\jandex\3.1.2\a6c1c89925c7df06242b03dddb353116ceb9584c\jandex-3.1.2.jar
2025-12-30T21:18:35.709+0900 [DEBUG] [org.gradle.internal.operations.DefaultBuildOperationRunner] Build operation 'Resolve jandex-3.1.2.jar (io.smallrye:jandex:3.1.2)' completed
2025-12-30T21:18:35.709+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'istack-commons-runtime-4.1.2.jar (com.sun.istack:istack-commons-runtime:4.1.2)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\com.sun.istack\istack-commons-runtime\4.1.2\18ec117c85f3ba0ac65409136afa8e42bc74e739\istack-commons-runtime-4.1.2.jar
2025-12-30T21:18:35.710+0900 [DEBUG] [org.gradle.internal.operations.DefaultBuildOperationRunner] Build operation 'Resolve istack-commons-runtime-4.1.2.jar (com.sun.istack:istack-commons-runtime:4.1.2)' completed
2025-12-30T21:18:35.709+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'txw2-4.0.5.jar (org.glassfish.jaxb:txw2:4.0.5)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.glassfish.jaxb\txw2\4.0.5\f36a4ef12120a9bb06d766d6a0e54b144fd7ed98\txw2-4.0.5.jar
2025-12-30T21:18:35.708+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'angus-activation-2.0.2.jar (org.eclipse.angus:angus-activation:2.0.2)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.eclipse.angus\angus-activation\2.0.2\41f1e0ddd157c856926ed149ab837d110955a9fc\angus-activation-2.0.2.jar
2025-12-30T21:18:35.708+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'mysql-connector-j-8.3.0.jar (com.mysql:mysql-connector-j:8.3.0)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\com.mysql\mysql-connector-j\8.3.0\1cc7fa5d61f4bbc113531a4ba6d85d41cf3d57e1\mysql-connector-j-8.3.0.jar
2025-12-30T21:18:35.712+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'jjwt-jackson-0.12.6.jar (io.jsonwebtoken:jjwt-jackson:0.12.6)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\io.jsonwebtoken\jjwt-jackson\0.12.6\f141e0c1136ba17f2632858238a31ae05642dbf8\jjwt-jackson-0.12.6.jar
2025-12-30T21:18:35.712+0900 [DEBUG] [org.gradle.internal.resources.AbstractTrackedResourceLock] Execution worker Thread 4: released lock on state of build :
2025-12-30T21:18:35.713+0900 [DEBUG] [org.gradle.internal.resources.AbstractTrackedResourceLock] Execution worker Thread 4: released lock on worker lease
2025-12-30T21:18:35.714+0900 [DEBUG] [org.gradle.api.internal.artifacts.ivyservice.ivyresolve.CachingModuleComponentRepository] Found artifact 'HdrHistogram-2.2.2.jar (org.hdrhistogram:HdrHistogram:2.2.2)' in resolver cache: C:\Users\sanle\.gradle\caches\modules-2\files-2.1\org.hdrhistogram\HdrHistogram\2.2.2\7959933ebcc0f05b2eaa5af0a0c8689fa257b15c\HdrHistogram-2.2.2.jar
2025-12-30T21:18:35.718+0900 [DEBUG] [org.gradle.internal.resources.AbstractTrackedResourceLock] Execution worker Thread 4: acquired lock on state of build :
2025-12-30T21:18:35.719+0900 [DEBUG] [org.gradle.internal.resources.AbstractTrackedResourceLock] Execution worker Thread 4: acquired lock on worker lease
2025-12-30T21:18:35.719+0900 [DEBUG] [org.gradle.internal.operations.DefaultBuildOperationRunner] Build operation 'Resolve files of configuration ':api-server:runtimeClasspath'' completed
2025-12-30T21:18:35.827+0900 [INFO] [org.gradle.internal.execution.steps.AbstractResolveCachingStateStep] Caching disabled for task ':api-server:bootRun' because:
  Build cache is disabled
2025-12-30T21:18:35.828+0900 [DEBUG] [org.gradle.internal.operations.DefaultBuildOperationRunner] Build operation 'Snapshot task inputs for :api-server:bootRun' completed
2025-12-30T21:18:35.828+0900 [DEBUG] [org.gradle.internal.execution.steps.SkipUpToDateStep] Determining if task ':api-server:bootRun' is up-to-date
2025-12-30T21:18:35.828+0900 [INFO] [org.gradle.internal.execution.steps.SkipUpToDateStep] Task ':api-server:bootRun' is not up-to-date because:
  Task has not declared any outputs despite executing actions.
2025-12-30T21:18:35.828+0900 [DEBUG] [org.gradle.internal.vfs.impl.AbstractVirtualFileSystem] Invalidating VFS paths: []
2025-12-30T21:18:35.829+0900 [DEBUG] [org.gradle.api.internal.tasks.execution.TaskExecution] Executing actions for task ':api-server:bootRun'.
2025-12-30T21:18:35.832+0900 [DEBUG] [org.gradle.internal.operations.DefaultBuildOperationRunner] Build operation 'Resolve files of configuration ':api-server:runtimeClasspath'' completed
2025-12-30T21:18:35.946+0900 [DEBUG] [org.gradle.internal.operations.DefaultBuildOperationRunner] Build operation 'Resolve files of configuration ':api-server:runtimeClasspath'' completed
